id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
37545,2,0,23,1,2,1076,2,2,2,4,5,2,5,5,2,2,3,3,4,5,0,0,0
13074,1,1,32,2,2,936,1,2,1,3,4,1,4,4,3,1,3,4,4,4,4,0,0
10844,1,1,39,1,1,3927,1,5,5,5,3,4,3,1,1,1,1,3,1,1,0,0,0
118075,2,0,45,1,1,1276,2,2,2,3,5,2,5,5,5,4,5,4,4,5,8,0,0
23150,2,1,48,1,2,223,4,4,4,4,5,4,2,4,4,4,4,3,4,1,0,0,1
105988,1,1,38,1,2,912,4,2,2,2,3,4,4,3,2,2,2,4,3,4,165,1.2,0
95231,2,1,70,2,2,528,2,4,2,2,2,5,4,1,1,2,1,4,1,5,0,0,0
77542,1,1,24,1,1,986,1,1,1,1,4,4,4,4,4,2,4,3,5,4,0,6,1
115215,2,1,24,1,1,362,3,2,2,2,3,2,3,3,2,4,4,3,3,3,34,2,0
37927,2,1,47,2,2,937,3,4,3,1,1,1,3,3,3,3,3,4,3,2,8,7,0
34752,2,0,27,1,2,264,1,2,1,2,3,1,3,3,3,3,2,1,2,3,0,1,0
3079,2,1,42,1,1,594,5,5,5,5,3,4,5,5,5,5,5,4,5,5,0,0,1
68112,1,1,22,2,2,813,2,4,2,2,3,2,3,3,4,3,5,2,4,3,52,6,0
24440,2,1,28,1,1,3491,3,3,2,3,5,5,5,5,5,4,4,3,5,5,6,0,1
126948,1,1,59,1,1,646,3,3,3,3,5,5,5,5,5,5,5,5,5,5,0,0,1
25293,1,1,10,2,2,321,2,4,5,3,3,5,3,3,3,2,3,1,4,3,0,0,0
45841,2,1,21,2,2,391,4,5,2,3,3,2,5,3,3,4,4,4,5,3,0,0,0
7558,2,1,59,2,2,606,4,5,4,2,4,5,4,3,3,4,3,4,3,3,1,0,0
112043,2,0,45,1,2,1123,4,4,4,2,2,4,4,2,2,1,2,4,2,2,27,2,0
52012,1,1,36,1,2,328,5,5,5,5,5,5,5,5,4,3,2,2,3,5,0,0,1
46901,2,1,25,1,1,844,2,1,1,1,2,2,2,2,4,4,3,1,4,2,0,0,0
94257,2,1,50,1,1,2504,0,4,0,1,5,4,5,5,5,5,5,3,5,4,14,1,1
75719,2,0,21,1,2,813,5,5,5,1,2,5,4,2,3,5,4,3,5,2,0,0,1
898,2,0,40,1,1,247,2,3,3,4,4,3,4,4,2,1,4,3,4,4,19,1,0
62112,1,1,38,1,1,2565,3,3,3,3,4,4,5,2,2,2,2,3,2,4,42,3,1
30585,1,1,58,2,2,628,2,5,2,4,2,2,2,2,3,5,5,3,4,2,0,0,0
70580,1,1,62,2,2,1258,0,4,0,5,4,0,4,4,3,4,5,5,4,4,0,0,1
116418,1,1,63,2,2,373,3,5,4,4,2,4,2,2,3,3,5,3,4,2,0,1,0
100290,2,0,29,1,1,1092,1,1,1,2,4,1,4,4,5,2,5,4,4,4,4,0,0
47606,2,1,48,1,2,1211,5,4,3,4,3,1,3,5,5,5,5,2,5,4,4,0,1
83256,1,0,11,1,2,731,2,2,2,3,2,2,3,2,3,4,2,4,3,2,49,4,0
113355,2,1,48,1,1,414,3,3,3,3,4,4,4,5,5,5,5,4,5,5,1,0,1
88775,1,1,44,1,1,515,2,1,2,2,3,4,4,5,5,5,5,5,5,3,0,0,1
89651,1,0,26,1,1,1096,2,2,2,2,2,2,2,2,2,3,3,2,3,2,0,0,0
31697,1,0,35,1,2,862,2,2,2,2,1,2,1,1,2,3,1,1,2,1,0,0,0
83654,2,0,38,1,2,577,2,2,3,3,3,3,3,3,2,2,4,3,3,3,0,0,0
45867,2,0,38,1,2,913,4,4,4,1,2,4,2,2,2,5,5,1,2,2,36,1,0
77839,2,0,33,1,1,731,2,2,2,3,5,2,5,5,5,5,5,4,4,5,0,0,0
107275,2,1,59,1,1,283,2,4,4,4,2,3,3,2,2,2,2,2,2,3,45,4,0
107117,2,1,57,1,1,842,3,3,1,3,2,2,2,5,3,5,5,2,5,2,226,2.3,1
100492,2,0,24,1,2,580,3,1,2,3,4,2,4,4,1,5,2,4,3,4,5,3,0
24857,1,1,55,1,1,3967,3,5,5,5,1,4,4,3,3,3,3,1,3,3,0,0,0
25891,1,0,9,1,2,907,3,4,4,3,2,4,2,2,1,2,3,4,2,2,57,6,0
12990,1,0,42,1,2,438,2,0,2,2,2,2,2,2,3,1,3,4,5,2,34,3,0
112860,1,1,23,1,1,1720,1,1,1,1,5,4,5,5,5,3,4,5,5,5,0,0,1
83516,1,1,12,2,2,946,1,3,1,5,2,1,2,2,1,3,2,2,3,2,0,0,0
125208,2,0,29,1,2,651,2,0,1,3,4,1,1,4,3,5,2,2,5,4,0,0,0
13523,1,0,38,1,1,227,4,4,4,1,4,4,4,4,3,5,5,4,5,4,22,2,0
85577,2,1,80,1,1,3464,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,0,1
111619,1,0,57,1,2,1014,2,2,2,2,1,2,1,1,1,2,1,3,2,1,25,9,0
46681,1,1,9,2,2,125,3,2,3,2,4,3,4,4,2,2,3,2,2,4,10,1,0
107410,1,0,20,1,2,725,4,5,5,3,2,5,3,2,4,2,4,2,3,2,42,4,0
117670,1,1,40,2,2,1449,1,1,0,2,0,4,4,3,4,3,2,4,4,4,205,2,0
4385,2,1,35,2,2,607,4,5,4,4,1,4,1,1,5,2,4,4,5,1,8,0,0
117038,1,1,41,1,1,1862,1,3,3,3,5,2,3,1,1,1,1,4,1,4,11,0,0
8717,1,1,55,2,2,280,3,4,3,4,3,3,3,3,3,4,3,1,3,3,52,6,0
1886,2,1,48,1,1,2579,0,0,0,2,4,5,5,5,5,5,5,3,5,3,11,1,1
27991,1,1,42,1,1,1616,2,3,3,3,5,3,3,2,2,2,2,2,2,2,0,0,0
51489,2,0,28,1,1,370,1,1,1,3,2,1,2,2,2,1,4,3,3,2,74,6,0
76734,1,1,44,2,3,534,2,5,4,5,3,4,3,3,3,5,4,4,4,3,8,0,0
6686,2,1,48,1,1,3589,5,5,5,5,4,5,4,4,4,4,4,5,4,4,1,0,1
10219,1,1,35,1,1,2549,1,1,1,1,4,4,5,4,4,4,4,4,4,4,3,0,1
117196,1,1,20,2,2,647,3,4,3,4,1,3,4,1,1,1,3,3,4,1,19,1,0
78988,2,1,51,1,1,3593,2,2,2,2,3,5,5,4,4,4,4,5,4,5,0,0,1
106039,2,0,40,1,1,452,4,4,4,4,3,4,3,3,3,3,4,5,4,3,5,0,1
68005,2,1,55,1,1,304,1,1,1,1,2,4,4,5,5,5,5,3,5,5,0,0,1
79104,1,1,34,2,2,226,3,4,3,2,1,3,1,1,5,3,3,5,1,1,6,0,0
96160,2,1,32,1,1,3147,4,1,4,4,4,4,4,4,5,4,5,4,4,4,7,9,1
55554,1,1,25,2,2,550,1,0,1,3,4,1,4,4,1,2,3,5,1,4,122,1.4,0
106198,2,1,52,1,1,3893,0,0,0,1,2,5,4,4,4,1,1,4,4,5,0,0,1
69931,1,1,66,2,3,1514,1,5,0,5,5,0,5,5,3,2,5,3,4,5,0,0,0
29962,2,1,26,1,2,571,5,3,3,3,5,5,5,5,5,1,3,3,2,5,0,0,1
53071,1,1,12,2,2,1208,2,1,2,2,2,2,2,2,4,5,3,4,2,2,3,6,0
99848,2,1,40,2,2,587,3,5,3,3,3,3,3,3,5,2,5,4,4,3,6,0,0
97780,2,0,39,1,1,471,3,3,3,1,4,3,4,4,5,2,4,4,4,4,1,0,0
30886,2,0,22,1,1,1546,4,0,3,3,2,3,2,2,2,4,4,4,4,2,121,1.5,0
67501,1,1,60,2,3,641,3,5,3,1,5,3,5,5,3,2,5,5,5,5,7,0,0
111177,2,1,26,1,1,1546,5,5,2,5,2,2,2,2,3,5,5,4,5,2,0,0,1
117414,2,1,52,1,1,1460,1,1,4,1,5,4,4,5,5,5,5,3,5,3,0,1,1
15776,1,0,26,1,2,254,2,5,2,4,2,2,2,2,5,4,5,3,2,2,0,0,0
35949,1,1,38,1,1,2185,2,2,2,2,3,3,3,4,4,4,4,4,4,3,0,2,1
129447,2,1,66,2,2,414,3,5,3,3,3,1,4,4,4,3,4,4,4,3,0,0,0
127511,2,1,40,2,2,2075,4,2,4,4,3,4,3,3,1,5,3,4,3,3,0,0,0
126217,2,0,33,1,2,328,3,2,3,3,2,3,2,2,1,5,3,3,4,2,6,6,0
23907,1,0,27,1,2,589,1,3,1,2,5,1,5,5,2,3,2,2,2,5,0,0,0
47848,1,1,67,1,1,1739,4,3,2,2,4,3,3,4,4,4,4,3,4,4,0,0,0
62349,2,1,54,1,1,1735,4,4,4,4,4,5,5,4,4,4,4,4,4,3,73,4,1
66519,1,1,53,2,2,447,1,5,1,2,1,1,1,1,3,2,4,3,4,1,0,1,0
23724,2,0,27,1,3,196,2,3,3,4,4,3,2,4,2,1,4,4,3,4,0,0,0
69,1,1,52,1,1,212,3,1,3,1,4,3,3,1,1,1,3,4,1,4,0,6,0
80800,2,1,43,1,1,2602,1,1,1,1,2,4,4,4,4,4,4,3,4,4,5,1,1
5086,2,1,63,1,1,3145,1,1,1,1,1,5,4,4,4,4,4,3,4,3,0,1,1
3122,2,1,28,2,2,1013,4,2,4,3,5,4,5,5,2,5,3,3,3,5,0,0,1
121450,2,1,22,1,1,3873,4,1,1,1,4,4,4,4,1,4,4,1,4,4,0,0,0
14054,1,0,28,1,1,319,5,5,5,3,4,5,5,4,5,4,4,3,4,4,0,0,1
54972,1,1,52,1,1,1334,1,1,1,1,3,4,5,4,4,5,4,3,4,5,7,8,1
117874,2,1,35,1,1,2987,2,2,2,2,2,4,4,5,5,5,5,4,5,3,6,0,1
108027,1,1,44,1,1,306,3,3,3,3,2,5,4,4,4,4,4,5,4,5,2,0,1
105093,2,1,53,1,1,1770,0,0,0,1,4,5,5,2,2,2,2,5,2,4,3,0,1
14745,2,0,34,1,2,533,3,2,3,4,5,3,3,5,1,4,3,4,3,5,0,0,0
6054,2,1,29,2,2,672,3,4,3,3,5,3,5,5,3,3,5,3,5,5,0,0,0
86167,1,1,30,1,1,226,4,1,4,4,4,4,4,4,3,2,5,4,4,4,3,0,1
28283,1,1,52,1,3,2402,5,3,5,5,5,5,5,5,3,3,1,5,3,5,1,0,1
101487,2,1,45,1,1,3845,2,2,2,2,4,5,5,5,5,5,5,5,5,4,0,0,1
33430,1,1,54,1,1,2614,3,1,1,1,3,3,3,4,2,3,3,3,2,3,37,2,0
83570,2,0,24,1,2,936,5,5,5,3,4,5,4,4,4,5,5,4,4,4,0,0,1
18138,1,0,26,1,2,750,2,2,2,3,1,2,1,1,4,1,1,2,3,1,0,0,0
74558,1,1,44,1,1,1205,4,3,4,4,5,5,5,3,3,4,5,5,3,5,257,2.2,1
70071,1,1,42,2,1,460,4,5,4,5,3,4,4,3,3,4,3,4,3,3,7,0,0
97348,2,0,43,1,2,347,5,3,5,3,1,5,1,1,3,3,5,5,1,1,0,0,1
78425,1,1,52,1,1,3067,1,1,1,1,5,5,5,5,5,4,5,3,5,3,6,0,1
53460,2,1,35,1,2,2442,1,2,1,1,1,1,1,1,3,3,3,1,1,1,0,0,0
65697,1,1,42,2,1,1061,5,4,5,3,4,4,4,1,1,5,1,4,1,4,0,0,1
42368,2,1,27,2,2,329,3,5,5,2,4,5,4,4,2,5,5,5,5,4,27,1,0
107222,1,1,51,1,1,1751,1,1,1,1,5,4,5,5,5,5,5,4,5,5,3,1,1
35719,1,1,59,2,2,2521,1,1,1,3,1,3,5,2,3,3,2,5,2,5,0,2,0
104209,1,1,58,1,1,3171,3,3,3,3,2,5,4,5,5,5,5,4,5,3,64,6,1
21244,2,1,38,1,3,192,5,3,3,3,5,5,5,5,2,5,2,3,4,5,4,5,1
57518,2,0,38,1,1,413,4,4,4,2,4,4,4,4,3,3,4,3,4,4,0,0,1
88067,2,0,39,1,1,545,2,2,2,1,5,2,5,5,5,2,4,4,5,5,0,0,1
36988,1,1,33,1,1,2330,3,3,5,3,3,2,3,3,1,4,4,1,4,3,66,5,0
128555,2,1,49,1,3,647,3,1,1,1,1,4,3,3,3,3,3,1,3,2,0,0,0
100625,1,1,43,1,1,1555,2,3,3,3,2,4,3,2,2,2,2,2,2,1,23,2,0
27151,1,0,29,1,1,2640,4,4,4,4,4,4,4,2,2,2,4,4,1,4,8,0,0
117345,1,0,25,1,1,296,0,0,0,3,2,0,2,2,4,4,4,5,5,2,0,0,1
87522,2,1,66,2,2,373,2,4,2,4,1,4,4,4,4,2,4,2,4,5,0,0,0
105408,2,1,68,1,1,369,2,2,2,2,5,5,5,4,4,4,4,4,4,5,8,5,1
45118,2,1,69,2,2,157,1,5,1,2,3,5,5,3,3,1,3,5,3,4,4,8,0
22468,1,1,44,2,2,208,1,5,1,1,2,1,2,2,4,1,4,5,2,2,0,3,0
93302,1,1,40,1,1,1733,1,1,1,1,2,4,4,5,5,5,5,3,5,5,9,0,1
36056,1,0,21,1,2,399,0,0,0,1,4,0,4,4,2,3,5,5,1,4,0,0,1
32116,1,0,21,1,2,101,1,3,1,4,4,1,4,4,4,3,2,4,3,4,0,0,0
109152,1,1,46,1,1,655,2,2,2,2,5,4,4,4,4,4,4,5,4,5,0,0,1
99685,2,1,62,1,1,3217,2,2,2,2,5,4,4,4,4,4,4,4,4,5,19,1,1
119114,1,1,43,2,2,1107,4,0,5,5,2,5,2,2,3,5,4,4,4,2,0,0,0
42290,2,1,38,1,1,2050,1,1,1,1,3,3,4,5,5,5,5,5,5,4,0,0,1
88543,2,1,38,2,2,404,5,3,5,1,5,5,5,5,1,2,5,3,4,5,0,0,1
75423,2,1,36,1,1,2330,2,4,4,4,2,2,2,2,2,2,2,2,2,3,2,0,0
49619,1,1,50,1,1,3915,1,1,1,1,5,1,4,4,4,4,5,5,4,1,0,0,1
17221,1,1,64,2,1,872,3,3,3,4,5,3,3,5,5,3,5,2,5,2,0,0,0
92221,1,1,33,2,2,1956,3,4,3,3,4,3,4,4,1,4,3,4,4,4,0,0,0
4480,2,1,40,1,1,1623,1,1,1,1,3,4,4,5,5,5,5,4,5,4,0,1,1
84297,1,1,50,1,1,235,0,0,0,1,5,5,5,2,2,2,2,4,2,5,8,1,1
67552,1,1,15,2,1,1235,2,2,2,3,3,2,3,3,2,3,3,1,4,3,0,0,0
37308,1,1,37,1,2,1011,4,2,2,2,4,4,4,4,4,4,4,4,2,4,0,0,1
28859,2,0,22,1,2,679,3,3,3,3,4,3,4,4,1,5,3,3,3,4,0,0,0
110793,2,1,65,1,2,705,4,3,3,3,3,5,2,3,3,4,3,3,3,4,16,,1
36023,1,1,31,1,1,2653,2,5,5,5,2,2,2,2,3,1,4,1,4,2,0,0,0
8729,2,1,48,2,2,227,1,3,1,3,4,4,4,4,4,1,4,3,4,1,49,4,0
3263,2,0,36,1,2,479,4,3,4,4,3,4,3,3,3,1,3,4,4,3,0,0,0
10201,2,1,51,1,1,429,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0,1
60408,2,1,18,2,2,1452,3,1,3,2,2,3,5,2,4,3,2,2,3,2,0,0,0
6598,2,1,34,2,2,473,3,1,3,3,3,3,3,3,1,2,3,4,3,3,17,8,0
64824,1,1,44,1,1,247,1,1,4,1,1,3,4,1,1,1,1,3,1,3,19,2,0
54809,1,1,51,1,2,641,5,5,5,5,4,5,4,4,5,5,3,4,1,4,0,0,1
127265,2,1,29,1,2,1107,3,4,3,4,3,3,3,3,1,3,3,3,3,3,0,0,0
44897,1,0,25,1,2,136,2,0,3,1,3,3,3,3,3,3,4,2,5,3,0,7,0
120181,1,1,52,1,1,1927,3,3,3,3,3,4,4,2,2,2,2,4,2,3,75,7,1
129552,1,1,22,2,2,2342,3,4,3,3,2,3,2,2,2,2,3,3,3,2,1,0,0
111029,1,1,46,1,2,240,2,4,4,4,2,2,2,2,3,5,3,4,4,2,48,4,0
36489,1,1,29,2,1,1185,3,5,3,3,4,3,4,4,4,2,4,4,4,4,0,1,0
70140,2,1,69,2,2,460,4,4,4,2,1,5,3,1,1,4,1,2,1,5,0,3,1
2767,2,0,36,1,1,764,2,2,2,3,2,2,2,2,5,2,4,4,5,2,0,1,0
26774,1,1,41,1,1,3669,3,3,3,3,3,1,1,3,3,3,3,5,3,3,0,1,1
107760,1,1,59,2,2,405,3,5,3,3,1,3,1,1,3,5,4,4,1,1,8,7,0
61088,2,1,64,2,2,1546,3,5,3,2,3,5,4,4,4,3,1,3,4,3,0,0,0
27771,2,0,20,1,2,1284,2,2,2,1,4,2,4,4,1,1,3,1,3,4,7,0,0
39689,1,0,20,1,2,1463,1,1,1,3,1,1,1,1,5,2,2,5,5,1,115,1.1,0
53406,1,1,52,2,1,2253,3,5,3,5,3,4,2,3,2,3,5,2,5,2,0,3,0
53844,1,1,59,1,2,191,1,5,5,5,1,1,1,2,5,3,3,1,1,1,132,1.2,0
92179,1,1,59,1,1,2079,1,1,2,1,3,5,4,4,4,4,4,4,4,5,0,0,1
58957,1,1,46,1,1,1723,4,4,4,4,5,3,5,4,4,4,4,5,4,4,0,0,1
24687,1,1,40,1,1,2562,4,4,4,4,4,3,4,4,4,4,4,3,4,4,0,0,0
95176,2,1,59,2,2,248,2,4,2,2,5,5,4,2,2,2,2,5,2,3,16,5,0
118313,2,0,23,1,2,639,3,4,3,3,5,3,4,5,3,2,4,1,4,5,2,2,0
21115,1,1,20,2,2,214,0,5,0,1,4,0,4,4,1,1,3,1,3,4,0,0,1
111569,1,1,29,1,1,775,2,1,1,1,2,2,2,2,3,5,3,4,3,2,6,1,0
14896,1,1,55,1,1,1540,3,3,4,4,2,3,4,3,3,3,3,1,3,1,0,1,0
7690,1,1,67,2,2,641,3,4,3,2,4,3,5,4,4,5,5,5,4,4,13,8,0
1281,2,1,16,2,2,164,2,5,2,5,5,2,4,5,4,3,5,5,5,5,17,1,0
121400,2,0,36,1,1,331,2,2,2,1,3,2,3,3,5,3,4,3,5,3,0,0,0
95688,1,1,43,1,1,419,1,1,1,1,4,5,4,4,4,4,4,3,4,5,0,2,1
94241,1,1,45,1,1,319,4,4,4,4,4,4,5,4,4,5,4,3,4,5,3,0,1
27431,1,1,31,1,1,978,3,2,2,2,3,3,3,3,1,4,1,2,2,3,0,0,0
8840,1,1,55,2,3,522,2,5,2,5,4,2,4,4,2,2,1,1,4,4,0,0,0
89815,1,1,53,1,3,944,2,2,2,2,2,2,2,2,4,3,3,1,4,2,9,1,0
109466,2,0,32,1,1,966,3,3,3,4,2,3,2,2,5,5,5,4,5,2,0,0,0
95547,1,1,16,2,3,496,2,5,2,2,2,2,2,2,4,2,1,4,3,2,0,0,0
8186,1,0,22,1,2,335,4,2,3,3,3,3,3,3,2,1,3,4,2,3,0,0,0
114325,1,1,58,2,2,948,4,2,4,4,2,4,2,2,4,2,2,1,3,2,0,0,0
96769,2,1,52,1,1,3249,3,3,3,3,5,4,5,5,5,5,5,3,5,5,0,0,1
101181,1,1,27,2,2,1069,2,4,1,4,5,1,5,5,5,2,4,4,4,5,0,0,0
54364,2,1,29,2,2,1235,2,1,2,4,4,2,4,4,3,5,4,1,3,4,0,0,0
102304,2,1,55,1,1,407,3,3,4,3,3,5,4,4,4,4,4,5,4,5,0,0,1
37089,2,1,52,1,1,2883,5,5,5,5,5,4,1,5,5,5,5,5,5,4,39,3,1
67756,1,1,48,1,1,1550,2,2,2,2,3,4,5,3,3,4,3,3,3,5,0,0,1
87841,1,1,33,2,2,214,2,4,2,1,1,2,5,1,5,2,4,4,4,1,0,2,0
94506,2,1,55,1,1,2082,5,5,5,5,4,4,4,4,4,4,4,5,4,5,1,0,1
128154,2,1,59,1,1,1788,1,1,1,1,4,3,5,5,5,4,5,5,5,5,0,0,1
82136,1,0,24,1,2,237,4,1,4,4,3,4,4,3,3,2,3,4,3,3,0,0,0
92037,1,1,19,1,1,1589,4,4,4,4,5,5,5,5,3,2,5,4,4,5,0,0,1
73986,2,1,28,1,3,2342,3,2,2,2,3,3,3,3,4,5,3,2,3,3,77,5,0
76034,2,1,47,1,1,2609,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0,1
76892,2,1,56,1,1,630,2,2,2,2,5,4,5,5,5,5,5,5,5,4,4,2,1
63487,1,1,44,1,1,2691,1,1,3,1,2,5,4,5,5,4,5,4,5,3,0,0,1
93751,1,1,42,1,1,368,1,1,1,1,4,4,3,1,1,1,1,3,1,3,15,1,0
11516,2,1,18,2,3,312,2,5,2,3,2,2,2,2,5,4,5,4,5,2,0,0,0
70416,1,1,29,1,3,1562,2,3,3,3,2,2,2,2,3,1,2,4,2,2,0,0,0
37157,1,1,54,1,1,1797,3,3,3,3,5,4,2,4,4,4,4,2,4,4,60,5,1
9082,1,1,36,2,2,212,4,5,4,3,5,4,5,5,4,2,5,3,5,5,0,0,0
31565,1,0,20,1,2,853,1,1,1,4,5,1,5,5,3,5,3,4,4,5,8,4,0
104898,1,1,49,1,1,1565,2,2,2,2,5,5,4,5,5,5,5,4,5,5,0,0,1
40602,1,1,49,2,2,391,3,4,5,4,3,5,3,3,5,3,5,4,4,3,0,0,0
96012,2,1,50,1,1,3255,2,5,3,5,5,2,1,2,2,2,2,2,2,2,4,2,0
5653,1,1,54,1,1,3109,0,0,0,1,2,5,5,1,1,1,1,3,1,4,0,0,1
81162,1,1,57,1,1,3319,1,1,1,1,2,4,5,4,4,4,4,5,4,4,13,5,1
7594,1,1,57,1,1,1905,3,3,2,3,3,4,5,2,2,2,2,4,2,3,1,2,1
71505,2,1,41,1,1,3220,5,5,5,5,2,5,4,2,2,2,2,4,2,3,86,8,1
61893,2,1,43,1,1,2521,2,2,2,2,5,4,5,5,5,5,5,3,5,3,0,0,1
93591,1,1,32,2,2,159,3,4,3,2,4,3,4,4,4,5,5,4,4,4,0,0,0
128129,2,1,60,2,2,1587,2,4,2,3,4,4,3,1,1,2,1,2,1,3,0,0,0
1887,1,0,64,1,1,293,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,0,0
128934,2,1,33,1,1,2486,2,2,2,2,3,4,5,4,4,4,4,4,4,3,0,5,1
54205,2,1,25,1,3,1372,5,4,4,4,5,4,3,5,3,5,1,2,3,5,1,0,1
106858,2,1,55,1,1,577,4,4,4,4,2,4,4,3,3,3,3,3,3,5,11,0,1
36794,2,1,47,2,2,2704,3,5,3,3,3,3,2,4,5,4,4,2,3,2,138,1.3,0
18646,1,1,36,2,2,262,2,5,0,1,2,0,5,2,5,4,5,4,1,2,0,0,0
77769,1,1,56,2,2,813,2,3,2,2,5,2,5,5,3,1,2,4,3,5,32,3,0
116006,2,1,64,2,2,446,5,5,5,2,5,5,5,5,5,5,5,4,5,5,10,0,1
127489,2,1,21,2,2,2075,2,5,2,3,4,2,4,4,1,4,5,2,3,4,0,0,0
108056,2,1,30,2,2,591,1,4,1,2,1,4,5,4,4,4,4,5,4,5,158,1.6,0
7906,1,1,38,1,1,1020,1,1,2,1,4,5,4,5,5,5,5,5,5,3,0,0,1
50286,1,1,33,1,1,1953,4,2,2,2,2,2,4,2,1,4,4,4,4,2,34,3,0
75505,2,1,69,2,3,2585,2,5,2,5,3,4,4,3,3,2,3,5,3,5,0,0,0
79176,2,0,20,1,1,2422,4,0,4,3,4,2,2,4,3,4,5,2,4,2,12,2,1
51715,1,1,69,2,2,355,4,4,4,3,3,4,3,3,5,4,4,3,4,3,0,0,1
128424,2,1,57,1,2,370,2,1,1,1,3,4,4,2,2,2,2,3,2,1,1,8,0
59195,1,1,41,1,1,1440,1,1,1,1,2,4,5,5,5,5,5,4,5,4,0,0,1
45544,2,1,64,1,1,166,5,5,5,5,2,4,1,5,5,5,4,5,5,2,0,0,1
62685,1,1,28,1,1,2367,3,3,3,3,3,3,3,3,3,4,4,4,4,3,0,0,1
77518,1,1,25,1,1,1521,3,3,3,3,5,5,5,5,1,2,1,4,2,5,0,0,1
100739,1,1,42,1,2,328,2,1,1,1,2,2,2,2,4,1,4,1,4,2,28,1,0
73670,2,1,23,1,1,2395,1,2,2,2,1,1,1,1,4,5,3,4,3,1,1,7,0
67663,2,1,43,1,1,1242,3,3,1,3,2,4,5,4,4,4,4,5,4,4,0,0,1
23347,1,1,54,1,3,809,5,4,4,4,5,5,5,5,5,3,2,3,2,5,9,2,1
89808,2,1,52,1,1,1688,2,4,2,2,2,4,5,4,4,4,4,4,4,5,22,1,1
73883,2,0,30,1,1,2330,2,2,2,3,2,2,2,2,4,5,5,3,5,2,0,0,0
46818,1,1,54,1,2,916,5,5,5,5,5,5,5,5,5,1,5,2,1,5,5,0,1
29744,2,0,64,1,1,261,3,4,4,4,2,3,2,2,5,5,4,3,4,2,0,0,0
88374,2,0,25,1,2,515,1,2,1,2,1,1,1,1,2,5,2,4,2,1,6,0,0
128939,2,1,51,1,1,2668,2,2,2,2,2,5,5,4,4,4,4,4,4,4,8,0,1
87415,1,1,33,2,2,425,2,5,2,5,1,2,1,1,5,3,5,3,4,1,79,7,0
94971,1,1,55,1,1,2988,4,5,5,5,4,3,3,2,2,2,4,2,2,1,3,0,0
122039,1,1,46,1,1,130,0,4,0,3,3,4,4,5,5,5,5,3,5,4,0,0,1
78929,1,1,46,1,1,1911,2,2,4,2,5,5,4,3,3,4,3,3,3,4,0,0,1
49711,1,0,25,1,2,156,2,5,2,4,1,2,1,1,3,5,1,2,5,1,0,0,0
108821,2,1,48,1,1,1199,1,4,4,4,2,3,4,1,1,1,1,1,1,1,0,4,0
37128,1,1,42,1,1,3945,3,5,5,5,1,3,3,3,3,3,3,1,3,2,7,1,0
71524,1,1,30,1,1,2787,2,2,2,2,4,4,4,4,4,2,5,5,5,4,0,0,1
61573,2,1,44,1,1,1303,5,5,5,5,3,5,4,4,4,4,4,4,4,3,1,7,1
111731,1,1,53,1,1,1663,1,1,1,1,2,4,4,4,4,4,4,3,4,3,14,5,1
85914,1,1,53,1,2,761,2,2,2,2,2,2,2,2,1,2,3,2,4,2,0,0,0
72915,1,1,47,1,1,1089,2,2,2,2,4,4,5,5,5,5,5,5,5,4,0,0,1
42954,1,1,59,1,2,236,4,2,2,2,5,4,5,5,5,2,4,1,2,5,0,0,1
124411,2,1,33,1,1,2406,4,4,4,4,5,5,4,5,5,5,5,4,5,5,0,0,1
93649,2,1,48,1,1,3768,3,3,3,3,5,5,4,5,5,5,5,4,5,5,0,0,1
115726,1,0,58,1,2,390,2,2,2,4,2,2,4,2,2,4,4,2,3,2,0,0,0
86837,1,0,30,1,2,484,2,0,3,5,4,3,4,4,1,1,3,3,5,4,0,0,0
2644,1,1,23,1,1,2340,4,4,4,4,2,3,2,2,5,2,4,4,5,2,0,0,1
119334,2,1,34,2,2,214,2,2,2,3,1,2,3,1,1,3,4,4,4,1,0,0,0
127339,1,0,22,1,2,507,2,1,2,2,4,2,4,4,3,5,3,4,2,4,7,5,0
14972,2,1,31,1,2,927,4,5,2,5,4,4,4,4,3,1,2,3,5,4,0,0,1
37879,2,0,25,1,2,1023,2,2,2,3,1,2,1,1,1,4,3,2,4,1,0,0,0
116697,2,1,22,1,3,337,2,1,1,1,2,2,1,2,2,5,4,2,3,2,0,0,0
93197,2,1,27,1,1,3433,4,4,4,4,4,4,4,4,1,1,1,2,2,4,40,4,0
11590,1,1,33,1,1,468,1,5,5,5,1,1,1,1,1,1,4,3,3,1,0,0,0
54928,1,1,31,1,1,1379,1,1,1,1,4,4,4,4,4,5,5,3,4,4,0,0,1
90372,1,1,60,1,1,2438,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,0,1
96204,2,1,55,1,2,490,3,2,2,2,4,4,4,3,3,3,3,3,3,1,0,3,0
